"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/13/2020","COLLEGE TRANSCRIPT 847-716-3000 IL","COLLEGE TRANSCRIPT 847-716-3000 IL","8.35","debit","Tuition","Discover","",""
"8/12/2020","Amazon","AMZN MKTP US*MF4K182H2 AMZN.COM/BILLWA2N6E55XSWUV","49.98","debit","Shopping","Discover","",""
"8/11/2020","Amazon","AMAZON.COM*MM9AO8OD1 AMZN.COM/BILLWA5A1GGILIUME","27.02","debit","Shopping","Discover","",""
"8/11/2020","Giant","GIANT 0326 LANHAM MD01141R","94.36","debit","Groceries","Discover","",""
"8/11/2020","Amazon","AMAZON.COM*MF6EC0QI0 AMZN.COM/BILLWA68L4MSVQ68R","18.19","debit","Shopping","Discover","",""
"8/10/2020","BREAD SPLITPAY 844-992-7323 NY","BREAD SPLITPAY 844-992-7323 NY","112.35","debit","Food & Dining","Discover","",""
"8/10/2020","Giant","GIANT 0326 LANHAM MD01064R","40.98","debit","Groceries","Discover","",""
"8/10/2020","Amazon","AMZN MKTP US*MF2GT18Y2 AMZN.COM/BILLWASEJI3KFNGDL","127.10","debit","Shopping","Discover","",""
"8/09/2020","Amazon","AMAZON.COM*MF70X2582 AMZN.COM/BILLWA1EBAYCZAGR8","23.83","debit","Shopping","Discover","",""
"8/09/2020","Applebees","APPLEBEES 901633270491 EASTON MD","57.07","debit","Restaurants","Discover","",""
"8/08/2020","AIRDIPAOLOB 402-935-7733 CA","PAYPAL *AIRDIPAOLOB 402-935-7733 CA","60.49","debit","Internet","Discover","",""
"8/07/2020","Lux Spa and Nails L.L.c","Point Of Sale Withdrawal LUX SPA AND NAILS GAMBRILLS MDUS","89.00","debit","Spa & Massage","Choice Checking","",""
"8/06/2020","Giant","GIANT 0326 LANHAM MD00605R","79.92","debit","Groceries","Discover","",""
"8/06/2020","Giant","GIANT 0326 LANHAM MD00621R","9.18","debit","Groceries","Discover","",""
"8/06/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","2303.51","credit","Credit Card Payment","Discover","",""
"8/05/2020","Five Guys","FIVE GUYS MD 324 QSR GAMBRILLS MD","11.95","debit","Fast Food","Discover","",""
"8/05/2020","Giant","GIANT 0121 CROFTON MD00579R","11.49","debit","Groceries","Discover","",""
"8/05/2020","Giant","GIANT 0326 LANHAM MD00576R","151.81","debit","Groceries","Discover","",""
"8/05/2020","ATM Fee","BANK OF AMERICA *PACEWA GAMBRILLS","3.00","debit","ATM Fee","Investor Checking","",""
"8/05/2020","BANK OF AMERICA *PACEWA GAMBRILLS","BANK OF AMERICA *PACEWA GAMBRILLS","80.00","debit","Cash & ATM","Investor Checking","",""
"8/05/2020","Spotify","SPOTIFY P10C985B6C 8777781161 NY","14.99","debit","Music","Discover","",""
"8/05/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"8/03/2020","Amazon","AMZN MKTP US*MF21X1NT0 AMZN.COM/BILLWA1YZK2ZOM6TT","23.84","debit","Shopping","Discover","",""
"8/03/2020","ROMAN 888-798-8686 NY","ROMAN 888-798-8686 NY","5.00","debit","Gym","Discover","",""
"8/03/2020","Amazon","AMZN MKTP US*MF3M445T1 AMZN.COM/BILLWA4KKL1BPUTGJ","46.62","debit","Shopping","Discover","",""
"8/03/2020","Chipotle","CHIPOTLE ONLINE 303-595-4000 CA","40.22","debit","Fast Food","Discover","",""
"8/02/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","44.21","debit","Clothing","Discover","",""
"8/01/2020","Olive Garden","OLIVE GARDEN 0021880 EASTON MD","60.32","debit","Restaurants","Discover","",""
"8/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930214393324","125.55","debit","Auto Insurance","Discover","",""
"7/31/2020","Credit Interest","Credit Interest","0.06","credit","Interest Income","Choice Checking","",""
"7/31/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Investor Checking","",""
"7/30/2020","RUDE BBQ GOSQ.COM MD0001152921509372965640","SQ *RUDE BBQ GOSQ.COM MD0001152921509372965640","59.20","debit","Restaurants","Discover","",""
"7/29/2020","Shell","SHELL 57545967903 BOWIE MD","25.85","debit","Gas & Fuel","Discover","",""
"7/29/2020","Giant","GIANT 0326 LANHAM MD02961R","55.34","debit","Groceries","Discover","",""
"7/29/2020","Target","TARGET BOWIE MD","92.82","debit","Shopping","Discover","",""
"7/29/2020","THANK YOU","ACH PMT THANK YOU","309.73","credit","Credit Card Payment","SECU Student Visa","",""
"7/28/2020","Giant","GIANT 0121 CROFTON MD02880R","12.28","debit","Groceries","Discover","",""
"7/27/2020","Amazon","AMZN MKTP US*MV64E3QO2 AMZN.COM/BILLWA6DXNAX73AH1","13.77","debit","Shopping","Discover","",""
"7/27/2020","Amazon","AMZN MKTP US*MV6N56DB2 AMZN.COM/BILLWA5ZZJAIIENQ8","27.56","debit","Shopping","Discover","",""
"7/26/2020","Target","TARGET.COM * 800-591-3869 MN","79.27","debit","Shopping","Discover","",""
"7/26/2020","Target","TARGET.COM * 800-591-3869 MN","10.00","debit","Shopping","Discover","",""
"7/26/2020","Sardis","SARDIS BEL* SARDIS CHI 8887072469 MD","36.41","debit","Food & Dining","Discover","",""
"7/26/2020","Etsy.com","ETSY.COM BROOKLYN NY","138.74","debit","Shopping","Discover","",""
"7/25/2020","Amazon","AMZN MKTP US*MV2PP25S2 AMZN.COM/BILLWA54CHBS8WMPK","14.69","debit","Shopping","Discover","",""
"7/25/2020","Amazon","AMZN MKTP US*MV5KD5IB1 AMZN.COM/BILLWA45S9J6UCWUC","100.68","debit","Shopping","Discover","",""
"7/25/2020","Amazon","AMZN MKTP US*MV8P375G2 AMZN.COM/BILLWA6PSHMQZZICE","8.62","debit","Shopping","Discover","",""
"7/25/2020","Amazon","AMAZON.COM*MV3NC0BM0 AMZN.COM/BILLWA6PS6MIFSSWJ","21.19","debit","Shopping","Discover","",""
"7/25/2020","Amazon","AMZN MKTP US*MV8XX95Y2 AMZN.COM/BILLWA1SEWP6A9N3R","182.17","debit","Shopping","Discover","",""
"7/24/2020","Amazon","AMAZON.COM*MV7BQ7MH2 AMZN.COM/BILLWA5O8UCQFE4RG","84.45","debit","Shopping","Discover","",""
"7/23/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Online Savings Account","",""
"7/23/2020","House of Hunan","HOUSE OF HUNAN 410-820-4015 MD","41.46","debit","Restaurants","Discover","",""
"7/23/2020","Wegman's","WEGMANS # 40 LANHAM MD","91.49","debit","Groceries","Discover","",""
"7/23/2020","Amazon","AMZN MKTP US*MV46S0731 AMZN.COM/BILLWA3O6FF5N1EUE","58.12","debit","Shopping","Discover","",""
"7/23/2020","Amazon","AMZN MKTP US*MV0ZA5VB0 AMZN.COM/BILLWA4BLBRB36P2F","16.31","debit","Shopping","Discover","",""
"7/23/2020","Deposit Shared Branch Mobile Deposit SECU MD","Deposit Shared Branch Mobile Deposit SECU MD","19.41","credit","Income","Choice Checking","",""
"7/22/2020","Giant","GIANT 0121 CROFTON MD02203R","8.79","debit","Groceries","Discover","",""
"7/21/2020","Amazon","AMZN MKTP US*MV8UM26Z1 AMZN.COM/BILLWA335TH4WTTHZ","31.79","debit","Shopping","Discover","",""
"7/21/2020","Giant","GIANT 0326 LANHAM MD02142R","154.09","debit","Groceries","Discover","",""
"7/21/2020","Amazon","AMZN MKTP US*MV2S04QZ1 AMZN.COM/BILLWA5TY8GT6NKKL","15.86","debit","Shopping","Discover","",""
"7/21/2020","Amazon","AMZN MKTP US*MV6831TG2 AMZN.COM/BILLWAJ3PPV0Q6N3A","37.06","debit","Shopping","Discover","",""
"7/20/2020","Amazon","AMZN MKTP US*MV04A8BC1 AMZN.COM/BILLWA30PUEZWOJT3","12.70","debit","Shopping","Discover","",""
"7/20/2020","Amazon","AMZN MKTP US*MV2EN8T50 AMZN.COM/BILLWAW9QQM5EWL8F","180.20","debit","Shopping","Discover","",""
"7/20/2020","Amazon","AMZN MKTP US*MV9NP5ZM2 AMZN.COM/BILLWA6DXU59J23C0","40.02","debit","Shopping","Discover","",""
"7/20/2020","Amazon","AMZN MKTP US*MV10D1EO0 AMZN.COM/BILLWA4YCQDBB7KA8","26.45","debit","Shopping","Discover","",""
"7/19/2020","AYOBAYO 402-935-7733 CA","PAYPAL *AYOBAYO 402-935-7733 CA","66.25","debit","Shopping","Discover","",""
"7/19/2020","Giant","GIANT 0121 CROFTON MD01949R","33.86","debit","Groceries","Discover","",""
"7/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"7/18/2020","Newks Eatery","NEWKS EATERY 301-2661489 MD","26.60","debit","Restaurants","Discover","",""
"7/18/2020","Amazon","AMZN MKTP US*MV9CQ1FN2 AMZN.COM/BILLWA31DB8QEXTNS","14.09","debit","Shopping","Discover","",""
"7/17/2020","Amazon","AMZN MKTP US*MV6Z82P01 AMZN.COM/BILLWA161UR8JQUEP","64.68","debit","Shopping","Discover","",""
"7/17/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1568.75","credit","Credit Card Payment","Discover","",""
"7/17/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","21.95","debit","Clothing","Discover","",""
"7/15/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","23.01","debit","Clothing","Discover","",""
"7/15/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","21.95","debit","Clothing","Discover","",""
"7/15/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","33.61","debit","Clothing","Discover","",""
"7/14/2020","Amazon","AMZN MKTP US*MV2IU5ZO1 AMZN.COM/BILLWA2AOJSUHXDFX","78.43","debit","Shopping","Discover","",""
"7/13/2020","Amazon","AMZN MKTP US*MJ9OD27G0 AMZN.COM/BILLWA5XD8YVG2C9B","22.25","debit","Shopping","Discover","",""
"7/13/2020","Amazon","AMZN MKTP US*MJ3SJ7U40 AMZN.COM/BILLWA5M8FWFXLWQM","31.79","debit","Shopping","Discover","",""
"7/13/2020","Amazon","AMZN MKTP US*MJ9P25770 AMZN.COM/BILLWA5THFJBGUVVQ","22.25","debit","Shopping","Discover","",""
"7/13/2020","Amazon","AMZN MKTP US*MJ5A146M2 AMZN.COM/BILLWA2AIPUHOU6S4","7.95","debit","Shopping","Discover","",""
"7/12/2020","Etsy.com","ETSY.COM BROOKLYN NY","25.42","debit","Gift","Discover","",""
"7/11/2020","Amazon","AMAZON.COM*MJ2VO8RU1 AMZN.COM/BILLWA2AOFTW631C7","15.88","debit","Shopping","Discover","",""
"7/11/2020","Amazon","AMZN MKTP US*MJ93H7SC0 AMZN.COM/BILLWA3HJUOSZKG5S","10.59","debit","Shopping","Discover","",""
"7/11/2020","Amazon","AMZN MKTP US*MJ0GU5B82 AMZN.COM/BILLWA3PTHBX03OZ5","142.63","debit","Shopping","Discover","",""
"7/11/2020","Amazon","AMZN MKTP US*MJ30E5WO1 AMZN.COM/BILLWA4RNVTA46M70","39.44","debit","Shopping","Discover","",""
"7/10/2020","Walgreens","WALGREENS #9967 EASTON MD","23.74","debit","Pharmacy","Discover","",""
"7/10/2020","Gold's Gym","ABC*GOLDS GYM 888-827-9262 MDABC*GOLDS GYM","29.99","debit","Gym","Discover","",""
"7/09/2020","Requested transfer from WALESIA ROBINSON Ally Bank Transfer","Requested transfer from WALESIA ROBINSON Ally Bank Transfer","50.00","credit","Transfer","Online Savings Account","",""
"7/09/2020","Wegman's","WEGMANS CROFTON #60 GAMBRILLS MD","114.08","debit","Groceries","Discover","",""
"7/08/2020","Giant","GIANT 0326 LANHAM MD00834R","10.60","debit","Groceries","Discover","",""
"7/08/2020","Amazon","AMZN MKTP US*MJ3UT42J1 AMZN.COM/BILLWA6B0BE7KHCCK","35.00","debit","Shopping","Discover","",""
"7/08/2020","Giant","GIANT 0326 LANHAM MD00838R","77.76","debit","Groceries","Discover","",""
"7/08/2020","Amazon","AMAZON.COM*MJ6J94DA1 AMZN.COM/BILLWA3DB2R4SJPQP","40.26","debit","Shopping","Discover","",""
"7/08/2020","SP * DELICIOUUS 0450088714 DE","SP * DELICIOUUS 0450088714 DE","33.97","debit","Gift","Discover","",""
"7/08/2020","ALLY BANK ACCT FUND 200708","ALLY BANK ACCT FUND 200708","50.00","debit","Transfer","Investor Checking","",""
"7/07/2020","Giant","GIANT 0326 LANHAM MD00790R","10.50","debit","Groceries","Discover","",""
"7/07/2020","Pacsun Ca","PAYPAL *PACSUN 4029357733 CA","30.06","credit","Credit Card Payment","Discover","",""
"7/07/2020","Pacsun Ca","PAYPAL *PACSUN 4029357733 CA","30.06","credit","Credit Card Payment","Discover","",""
"7/07/2020","Giant","GIANT 0326 LANHAM MD00798R","262.14","debit","Groceries","Discover","",""
"7/07/2020","External Deposit SBAD TREAS 310 - MISC PAY NTE*payment*EIDG:3308131773\ EIDG:3308131773","External Deposit SBAD TREAS 310 - MISC PAY NTE*PMT*EIDG:3308131773\ EIDG:3308131773","1000.00","credit","Income","Choice Checking","",""
"7/06/2020","Amazon","AMZN MKTP US*MJ38N6TJ2 AMZN.COM/BILLWA1QFRY2WURVM","39.99","debit","Shopping","Discover","",""
"7/06/2020","Amazon","AMZN MKTP US*MJ5UM9HI1 AMZN.COM/BILLWA4M0G4QY9WGZ","32.84","debit","Shopping","Discover","",""
"7/06/2020","External Deposit ALLY BANK ACCT VERIFY 88850042 - TRIALCREDT","External Deposit ALLY BANK ACCT VERIFY 88850042 - TRIALCREDT","0.43","credit","Income","Choice Checking","",""
"7/06/2020","External Deposit ALLY BANK ACCT VERIFY 88850042 - TRIALCREDT","External Deposit ALLY BANK ACCT VERIFY 88850042 - TRIALCREDT","0.39","credit","Income","Choice Checking","",""
"7/06/2020","ALLY BANK ACCT VERIFY 88850042 - TRIALDEBIT","External Withdrawal ALLY BANK ACCT VERIFY 88850042 - TRIALDEBIT","0.82","debit","Transfer","Choice Checking","",""
"7/06/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"7/06/2020","Ally Bank Trialcredt","ALLY BANK TRIALCREDT 200706","0.33","credit","Income","Investor Checking","",""
"7/06/2020","ALLY BANK TRIALDEBIT 200706","ALLY BANK TRIALDEBIT 200706","0.64","debit","Transfer","Investor Checking","",""
"7/06/2020","Ally Bank Trialcredt","ALLY BANK TRIALCREDT 200706","0.31","credit","Income","Investor Checking","",""
"7/05/2020","Wegman's","WEGMANS CROFTON #60 GAMBRILLS MD","55.82","debit","Groceries","Discover","",""
"7/05/2020","Amazon","AMAZON.COM*MJ00C9AE0 AMZN.COM/BILLWA4ETX86XDN1W","38.06","debit","Shopping","Discover","",""
"7/05/2020","Spotify","SPOTIFY P106988F7E 8777781161 NY","14.99","debit","Music","Discover","",""
"7/03/2020","Shell","SHELL OIL 57525833208 ANNAPOLIS MD","78.94","debit","Gas & Fuel","SECU Student Visa","",""
"7/03/2020","Amazon","AMZN Mktp US*MJ88H0091 Amzn.com/billWA","43.49","debit","Shopping","SECU Student Visa","",""
"7/02/2020","Wegman's","WEGMANS # 40 LANHAM MD","163.38","debit","Groceries","SECU Student Visa","",""
"7/02/2020","Parchment","PARCHMENT - UNIV DOCS 480-719-1646 AZ42089728033","2.75","debit","Office Supplies","Discover","",""
"7/02/2020","Funds Transfer to Brokerage -5396","Funds Transfer to Brokerage -5396","50.00","debit","Transfer","Investor Checking","",""
"7/01/2020","Clinique","PAYPAL *CLINIQUELAB 4029357733 CA","15.64","credit","Clothing","Discover","",""
"7/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930183428230","125.55","debit","Auto Insurance","Discover","",""
"7/01/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1204.62","credit","Credit Card Payment","Discover","",""
"6/30/2020","Amazon","AMZN MKTP US*MS1SU6WQ0 AMZN.COM/BILLWA2VLLZ1GHJKY","25.43","debit","Shopping","Discover","",""
"6/30/2020","Amazon","AMZN MKTP US*MJ7ON2ZG1 AMZN.COM/BILLWA5OD77LOSHTI","20.66","debit","Shopping","Discover","",""
"6/30/2020","LYKOSTORESHOP HTTPSLYKOSTORWY","LYKOSTORESHOP HTTPSLYKOSTORWY","23.92","debit","Restaurants","SECU Student Visa","",""
"6/30/2020","CLKBANK*COM 94W8U96M 800-390-6035 ID94W8U96M","CLKBANK*COM 94W8U96M 800-390-6035 ID94W8U96M","27.00","debit","Books & Supplies","Discover","",""
"6/30/2020","Credit Interest","Credit Interest","0.03","credit","Interest Income","Choice Checking","",""
"6/30/2020","Interest Paid","Interest Paid","0.03","credit","Interest Income","Investor Checking","",""
"6/29/2020","EASTON CMF EASTON MD","EASTON CMF EASTON MD","22.73","debit","Gas & Fuel","Discover","",""
"6/29/2020","Amazon","AMZN MKTP US*MS4HS89N2 AMZN.COM/BILLWA1JHQBAWMY4B","29.67","debit","Shopping","Discover","",""
"6/29/2020","Steam Games","STEAMPOWERED.COM 425-952-2985 WA","6.36","debit","Entertainment","Discover","",""
"6/29/2020","SP * SIRENBODYJEWELRY 320-262-6204 MN","SP * SIRENBODYJEWELRY 320-262-6204 MN","63.98","debit","Clothing","Discover","",""
"6/29/2020","THANK YOU","ACH PMT THANK YOU","222.06","credit","Credit Card Payment","SECU Student Visa","",""
"6/28/2020","SWEETGREEN CP 202-813-9439 MD2057","SWEETGREEN CP 202-813-9439 MD2057","25.44","debit","Restaurants","Discover","",""
"6/28/2020","RENATURAL 402-935-7733 CA","PAYPAL *RENATURAL 402-935-7733 CA","62.38","debit","Gift","Discover","",""
"6/27/2020","Giant","GIANT 0326 LANHAM MD02714R","70.20","debit","Groceries","Discover","",""
"6/27/2020","TST* ROCK & TOSS BOWIE MD","TST* ROCK & TOSS BOWIE MD","66.72","debit","Restaurants","Discover","",""
"6/26/2020","Amazon","AMAZON.COM*MS49U5R91 AMZN.COM/BILLWA5029YRFI9XK","36.93","debit","Shopping","Discover","",""
"6/25/2020","Amazon","AMZN MKTP US*MS3I01UH1 AMZN.COM/BILLWA255TRURD8MG","35.35","debit","Shopping","Discover","",""
"6/24/2020","WORLDWATERS 402-935-7733 CA","PAYPAL *WORLDWATERS 402-935-7733 CA","47.99","debit","Gift","Discover","",""
"6/24/2020","Amazon","AMZN MKTP US*MS5D509U1 AMZN.COM/BILLWA1O13T21WQVO","18.70","debit","Shopping","Discover","",""
"6/24/2020","Amazon","AMZN MKTP US*MS17H3711 AMZN.COM/BILLWA1OXT3D2HKNL","12.71","debit","Shopping","Discover","",""
"6/23/2020","Amazon","AMZN MKTP US*MS3TC65Q0 AMZN.COM/BILLWA2NR2XY7PSOF","26.85","debit","Shopping","Discover","",""
"6/23/2020","COLLEGE TRANSCRIPT 847-716-3000 IL","COLLEGE TRANSCRIPT 847-716-3000 IL","8.35","debit","Tuition","Discover","",""
"6/23/2020","Amazon","AMZN MKTP US*MS9F26BN0 AMZN.COM/BILLWA49S434FC5U7","30.92","debit","Shopping","Discover","",""
"6/22/2020","Giant","GIANT 0326 LANHAM MD02247R","132.66","debit","Groceries","Discover","",""
"6/22/2020","THRIVECAUSE 402-935-7733 CA","PAYPAL *THRIVECAUSE 402-935-7733 CA","27.58","debit","Gift","Discover","",""
"6/22/2020","External Deposit VENMO - CASHOUT","External Deposit VENMO - CASHOUT","33.50","credit","Income","Choice Checking","",""
"6/20/2020","KYJENCOMPAN 402-935-7733 CA","PAYPAL *KYJENCOMPAN 402-935-7733 CA","5.12","debit","Hobbies","Discover","",""
"6/20/2020","Acme","ACME 0294 VENTNOR CITY NJ","67.01","debit","Groceries","Discover","",""
"6/20/2020","Walgreens","WALGREENS #17821 VENTNOR CITY NJ","19.76","debit","Pharmacy","Discover","",""
"6/20/2020","BUY RITE LIQUORS VENTNOR CITY NJ","BUY RITE LIQUORS VENTNOR CITY NJ","27.27","debit","Alcohol & Bars","Discover","",""
"6/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"6/19/2020","Acme","ACME 0294 VENTNOR CITY NJ","103.69","debit","Groceries","Discover","",""
"6/19/2020","PACSUN 402-935-7733 CA","PAYPAL *PACSUN 402-935-7733 CA","37.06","debit","Clothing","Discover","",""
"6/19/2020","EVOLUTION CRAFT BREWERY SALISBURY MD","EVOLUTION CRAFT BREWERY SALISBURY MD","47.00","debit","Alcohol & Bars","Discover","",""
"6/19/2020","UPS","THE UPS STORE 4431 LANHAM MD01987R","15.84","debit","Shipping","Discover","",""
"6/19/2020","Parchment","PARCHMENT - UNIV DOCS 480-719-1646 AZ42067414772","6.00","debit","Office Supplies","Discover","",""
"6/19/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","28.31","debit","Clothing","Discover","",""
"6/19/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","28.31","debit","Clothing","Discover","",""
"6/18/2020","EPRODUCT 402-935-7733 CA","PAYPAL *EPRODUCT 402-935-7733 CA","39.96","debit","Gift","Discover","",""
"6/18/2020","PACSUN 402-935-7733 CA","PAYPAL *PACSUN 402-935-7733 CA","42.36","debit","Clothing","Discover","",""
"6/17/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","28.31","debit","Clothing","Discover","",""
"6/17/2020","INTEREST CHARGE-PURCHASE","INTEREST CHARGE-PURCHASE","2.56","debit","Finance Charge","SECU Student Visa","",""
"6/16/2020","Starbucks","STARBUCKS 800-782-7282 WA83055544WBGC09TL","25.00","debit","Coffee Shops","Discover","",""
"6/15/2020","Clinique","PAYPAL *CLINIQUELAB 402-935-7733 CA","31.27","debit","Clothing","Discover","",""
"6/13/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1330.81","credit","Credit Card Payment","Discover","",""
"6/12/2020","PACSUN 402-935-7733 CA","PAYPAL *PACSUN 402-935-7733 CA","37.06","debit","Clothing","Discover","",""
"6/11/2020","Target","TARGET EASTON MD","59.26","debit","Shopping","Discover","",""
"6/10/2020","Giant","GIANT 0326 LANHAM MD01048R","139.30","debit","Groceries","Discover","",""
"6/10/2020","BJ's Wholesale Club","PAYPAL *BJSWHOLESAL 402-935-7733 CA","25.00","debit","Groceries","Discover","",""
"6/10/2020","Junin Laser Spa","Point Of Sale Withdrawal JUNIN LASER SPA BOWIE MDUS","518.00","debit","Gym","Choice Checking","",""
"6/09/2020","Shell","SHELL 57543580500 GREENBELT MD","20.00","debit","Gas & Fuel","Discover","",""
"6/09/2020","GREENWAY DENTAL GROUP GREENBELT MD","GREENWAY DENTAL GROUP GREENBELT MD","100.00","debit","Dentist","Discover","",""
"6/09/2020","Amazon","AMZN MKTP US*MY58W77W1 AMZN.COM/BILLWA1YB2EMUS9RD","72.02","debit","Shopping","Discover","",""
"6/09/2020","POSHMARK 650-488-7740 CA","POSHMARK 650-488-7740 CA","23.01","debit","Clothing","Discover","",""
"6/08/2020","Target","Point Of Sale Withdrawal TARGET T-2631 2384 Brandermill Blvd Gambrills MDUS","37.65","debit","Shopping","Choice Checking","",""
"6/07/2020","Target","TARGET GAMBRILLS MD","6.36","debit","Shopping","Discover","",""
"6/07/2020","Giant","GIANT 0121 CROFTON MD00784R","29.67","debit","Groceries","Discover","",""
"6/05/2020","SCHWAB BROKERAGE - MONEYLINK","External Withdrawal SCHWAB BROKERAGE - MONEYLINK","50.00","debit","Buy","Choice Checking","",""
"6/05/2020","Groupon","GROUPON INC GROUPON.COM ILU583MMRW","329.00","debit","Shopping","Discover","",""
"6/05/2020","Spotify","SPOTIFY P10044926A 8777781161 NY","14.99","debit","Music","Discover","",""
"6/04/2020","Walgreens","WALGREENS #9967 EASTON MD","96.40","debit","Pharmacy","Discover","",""
"6/04/2020","Amazon","AMAZON.COM*MY8LZ4VD1 AMZN.COM/BILLWA4ALZQ9WY8RO","40.26","debit","Shopping","Discover","",""
"6/03/2020","Eastgate Liquors","EASTGATE LIQUORS LANHAM MD","28.33","debit","Alcohol & Bars","Discover","",""
"6/03/2020","Giant","GIANT 0326 LANHAM MD00301R","82.56","debit","Groceries","Discover","",""
"6/03/2020","Target","TARGET BOWIE MD","116.64","debit","Shopping","Discover","",""
"6/01/2020","Geico","GEICO *AUTO 800-841-3000 DC4458078930153424888","17.05","debit","Auto Insurance","Discover","",""
"5/31/2020","Credit Interest","Credit Interest","0.05","credit","Interest Income","Choice Checking","",""
"5/30/2020","Giant","Point Of Sale Withdrawal GIANT 0121 CROFTON MDUS","31.17","debit","Groceries","Choice Checking","",""
"5/29/2020","Giant","GIANT 0326 LANHAM MD02902R","124.61","debit","Groceries","Discover","",""
"5/29/2020","CVS","CVS/PHARMACY #05875 BOWIE MD","6.35","debit","Pharmacy","Discover","",""
"5/29/2020","Interest Paid","Interest Paid","0.02","credit","Interest Income","Investor Checking","",""
"5/28/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1338.58","credit","Credit Card Payment","Discover","",""
"5/26/2020","Venmo","External Withdrawal VENMO - PAYMENT","25.00","debit","Transfer","Choice Checking","",""
"5/25/2020","Amazon","AMZN MKTP US*M772M32S1 AMZN.COM/BILLWAYU4OG3L4RBV","10.99","debit","Shopping","Discover","",""
"5/25/2020","Giant","GIANT 0121 CROFTON MD02589R","15.68","debit","Groceries","Discover","",""
"5/24/2020","Amazon","AMZN MKTP US*M70AS05Z0 AMZN.COM/BILLWA7IYMQZ7ZKZ0","26.27","debit","Shopping","Discover","",""
"5/24/2020","Giant","GIANT 0121 CROFTON MD02447R","23.46","debit","Groceries","Discover","",""
"5/23/2020","Amazon","AMZN MKTP US*M75CB9M50 AMZN.COM/BILLWA132W94MD912","31.99","debit","Shopping","Discover","",""
"5/23/2020","Giant","GIANT 0326 LANHAM MD02353R","146.75","debit","Groceries","Discover","",""
"5/23/2020","Amazon","AMZN MKTP US*M77706B31 AMZN.COM/BILLWA41TP6X9IVFU","39.19","debit","Shopping","Discover","",""
"5/23/2020","Amazon","AMZN MKTP US*M74XI5BR1 AMZN.COM/BILLWA25S36S09F2S","15.85","debit","Shopping","Discover","",""
"5/23/2020","Giant","GIANT 0326 LANHAM MD02300R","60.24","debit","Groceries","Discover","",""
"5/22/2020","HAIR BY RAE 402-935-7733 CA","PAYPAL *HAIR BY RAE 402-935-7733 CA","556.50","debit","Hair","Discover","",""
"5/20/2020","Shell","SHELL 57543580401 LANHAM MD","36.98","debit","Gas & Fuel","Discover","",""
"5/20/2020","Giant","GIANT 0326 LANHAM MD02024R","246.41","debit","Groceries","Discover","",""
"5/19/2020","COSMETICS 402-935-7733 CA","PAYPAL *COSMETICS 402-935-7733 CA","90.32","debit","Spa & Massage","Discover","",""
"5/19/2020","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","BANFIELD-PET*WPPAYMENT 866-894-7927 WA","37.95","debit","Veterinary","Discover","",""
"5/19/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","39.40","credit","Credit Card Payment","Discover","",""
"5/19/2020","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","32.65","credit","Bonus","Discover","",""
"5/18/2020","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","965.17","credit","Credit Card Payment","Discover","",""
"5/16/2020","Giant","GIANT 0326 LANHAM MD01669R","72.05","debit","Groceries","Discover","",""
